candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
New.CleanUp.ReferenceOTU16177 2-E12_S156_L001_R1_001_3798423	465		215040	89.00	465
New.CleanUp.ReferenceOTU16178 2-B8_S116_L001_R1_001_545657	460		183870	93.90	460
New.CleanUp.ReferenceOTU16179 1-D10_S46_L001_R1_001_4068178	465		559954	86.20	465
New.CleanUp.ReferenceOTU1618 2-F2_S158_L001_R1_001_4242481	439		303571	88.60	439
New.CleanUp.ReferenceOTU16180 2-G10_S178_L001_R1_001_178633	440		289174	91.40	440
New.CleanUp.ReferenceOTU16182 2-B6_S114_L001_R1_001_295445	440		183107	98.20	440
New.CleanUp.ReferenceOTU16184 2-D7_S139_L001_R1_001_4517426	459		4456252	84.10	459
New.CleanUp.ReferenceOTU16191 2-F5_S161_L001_R1_001_3984632	443		364903	86.90	443
New.CleanUp.ReferenceOTU16192 2-B4_S112_L001_R1_001_1673794	460		4348122	93.70	460
New.CleanUp.ReferenceOTU16193 2-C11_S131_L001_R1_001_3638705	440		216888	91.80	440
New.CleanUp.ReferenceOTU162 2-B9_S117_L001_R1_001_877070	459		817699	85.40	459
New.CleanUp.ReferenceOTU16201 1-F4_S64_L001_R1_001_3950667	460		179663	84.60	460
New.CleanUp.ReferenceOTU16202 1-G1_S73_L001_R1_001_3337711	459		183870	91.50	459
New.CleanUp.ReferenceOTU16206 1-E12_S60_L001_R1_001_2178410	440		294709	92.00	440
New.CleanUp.ReferenceOTU16209 2-C5_S125_L001_R1_001_3493761	439		180402	95.00	439
New.CleanUp.ReferenceOTU16211 1-E8_S56_L001_R1_001_895564	460		4348122	91.70	460
New.CleanUp.ReferenceOTU16212 1-G9_S81_L001_R1_001_1806142	440		181121	94.10	440
New.CleanUp.ReferenceOTU16213 2-F6_S162_L001_R1_001_4632786	440		297872	94.50	440
New.CleanUp.ReferenceOTU16220 2-G8_S176_L001_R1_001_4283381	460		183870	90.70	460
New.CleanUp.ReferenceOTU16221 2-E4_S148_L001_R1_001_718778	440		341823	91.60	440
New.CleanUp.ReferenceOTU16223 1-F10_S70_L001_R1_001_4431137	449		333042	87.80	449
New.CleanUp.ReferenceOTU16227 1-G4_S76_L001_R1_001_1527947	460		183870	97.60	460
New.CleanUp.ReferenceOTU16228 1-C6_S30_L001_R1_001_3131895	460		306695	83.90	460
New.CleanUp.ReferenceOTU16229 1-D2_S38_L001_R1_001_3603990	459		529442	84.30	459
New.CleanUp.ReferenceOTU16233 1-G1_S73_L001_R1_001_3301838	445		2088685	91.00	445
New.CleanUp.ReferenceOTU16237 2-H7_S187_L001_R1_001_245677	443		185670	94.60	443
New.CleanUp.ReferenceOTU16238 1-A10_S10_L001_R1_001_2989703	440		4413256	90.70	440
New.CleanUp.ReferenceOTU16241 2-F10_S166_L001_R1_001_1409296	466		529442	81.50	466
New.CleanUp.ReferenceOTU16242 2-A4_S100_L001_R1_001_482448	443		197460	88.50	443
New.CleanUp.ReferenceOTU16243 2-H4_S184_L001_R1_001_1853546	440		193666	95.50	440
New.CleanUp.ReferenceOTU1625 2-D11_S143_L001_R1_001_3610663	109	No search results.
New.CleanUp.ReferenceOTU16255 1-H1_S85_L001_R1_001_2704359	443		3302038	89.80	443
New.CleanUp.ReferenceOTU16257 2-H7_S187_L001_R1_001_242581	439		287907	93.60	439
New.CleanUp.ReferenceOTU16258 2-F12_S168_L001_R1_001_3704007	465		715138	91.80	465
New.CleanUp.ReferenceOTU16260 2-E1_S145_L001_R1_001_865068	383	No search results.
New.CleanUp.ReferenceOTU16261 2-D3_S135_L001_R1_001_157784	440		294709	92.50	440
New.CleanUp.ReferenceOTU16265 1-H8_S92_L001_R1_001_1079819	460		529442	91.30	460
New.CleanUp.ReferenceOTU16266 2-A8_S104_L001_R1_001_2947233	440		512191	93.60	440
New.CleanUp.ReferenceOTU16268 2-F1_S157_L001_R1_001_2081637	460		529442	86.10	460
New.CleanUp.ReferenceOTU1627 1-C12_S36_L001_R1_001_4023165	460		183870	91.10	460
New.CleanUp.ReferenceOTU16270 2-H4_S184_L001_R1_001_1862195	440		289407	94.80	440
New.CleanUp.ReferenceOTU16272 2-A7_S103_L001_R1_001_323878	465		215040	87.50	465
New.CleanUp.ReferenceOTU16273 1-C9_S33_L001_R1_001_2614986	440		851865	94.30	440
New.CleanUp.ReferenceOTU16275 1-B4_S16_L001_R1_001_4689004	460		4331006	83.00	460
New.CleanUp.ReferenceOTU16276 2-A1_S97_L001_R1_001_1183044	440		195496	92.70	440
New.CleanUp.ReferenceOTU1628 1-G4_S76_L001_R1_001_1550474	465		4413256	89.50	465
New.CleanUp.ReferenceOTU16284 2-E3_S147_L001_R1_001_674997	440		174924	91.80	440
New.CleanUp.ReferenceOTU16285 2-A11_S107_L001_R1_001_1637767	465		289174	84.90	465
New.CleanUp.ReferenceOTU16291 2-E8_S152_L001_R1_001_1922832	440		311952	90.50	440
New.CleanUp.ReferenceOTU16292 2-E12_S156_L001_R1_001_3793840	460		527437	88.70	460
New.CleanUp.ReferenceOTU16293 1-D9_S45_L001_R1_001_4116576	440		195674	93.40	440
New.CleanUp.ReferenceOTU16297 2-H8_S188_L001_R1_001_2510749	435		512191	94.90	435
New.CleanUp.ReferenceOTU163 2-G10_S178_L001_R1_001_192293	595	No search results.
New.CleanUp.ReferenceOTU16301 1-C1_S25_L001_R1_001_2290732	460		3584697	89.30	460
New.CleanUp.ReferenceOTU16305 1-B7_S19_L001_R1_001_3409146	460		181532	92.40	460
New.CleanUp.ReferenceOTU16306 2-B9_S117_L001_R1_001_875741	460		851822	91.30	460
New.CleanUp.ReferenceOTU16308 2-C4_S124_L001_R1_001_1585662	459		529442	88.90	459
New.CleanUp.ReferenceOTU1631 2-D10_S142_L001_R1_001_1240830	466		179663	87.80	466
New.CleanUp.ReferenceOTU16312 2-B11_S119_L001_R1_001_4209842	465		4358761	92.00	465
New.CleanUp.ReferenceOTU16314 1-F8_S68_L001_R1_001_2212281	440		190084	90.70	440
New.CleanUp.ReferenceOTU16317 2-C8_S128_L001_R1_001_500421	583	No search results.
New.CleanUp.ReferenceOTU16318 2-C8_S128_L001_R1_001_500422	440		261016	93.00	440
New.CleanUp.ReferenceOTU1632 2-B8_S116_L001_R1_001_538957	442		325539	92.10	442
New.CleanUp.ReferenceOTU16322 2-A4_S100_L001_R1_001_483716	460		529442	85.70	460
New.CleanUp.ReferenceOTU16323 2-F11_S167_L001_R1_001_3965	440		186510	91.60	440
New.CleanUp.ReferenceOTU16324 2-E6_S150_L001_R1_001_1997418	460		551008	93.30	460
New.CleanUp.ReferenceOTU16325 2-B4_S112_L001_R1_001_1678270	446		234298	87.70	446
New.CleanUp.ReferenceOTU16327 2-G1_S169_L001_R1_001_4552600	440		181121	96.40	440
New.CleanUp.ReferenceOTU16329 2-E3_S147_L001_R1_001_684148	326	No search results.
New.CleanUp.ReferenceOTU1633 1-C3_S27_L001_R1_001_1106965	466		192234	86.30	466
New.CleanUp.ReferenceOTU16330 2-D8_S140_L001_R1_001_3117002	460		4348122	92.20	460
New.CleanUp.ReferenceOTU16332 2-C8_S128_L001_R1_001_513612	460		1839271	83.70	460
New.CleanUp.ReferenceOTU16333 2-C6_S126_L001_R1_001_3370398	460		179663	85.90	460
New.CleanUp.ReferenceOTU16334 2-F10_S166_L001_R1_001_1403608	442		325539	88.70	442
New.CleanUp.ReferenceOTU16337 1-A10_S10_L001_R1_001_2974222	442		182420	91.00	442
New.CleanUp.ReferenceOTU16339 2-F4_S160_L001_R1_001_2790989	460		350681	86.50	460
New.CleanUp.ReferenceOTU16340 1-E1_S49_L001_R1_001_3925188	466		4348122	85.00	466
New.CleanUp.ReferenceOTU16343 1-E12_S60_L001_R1_001_2187412	460		192222	89.60	460
New.CleanUp.ReferenceOTU16346 2-B4_S112_L001_R1_001_1673933	461		4348122	92.00	461
New.CleanUp.ReferenceOTU16347 2-G10_S178_L001_R1_001_180284	441		190084	91.40	441
New.CleanUp.ReferenceOTU16348 2-F10_S166_L001_R1_001_1432765	459		183870	88.00	459
New.CleanUp.ReferenceOTU16349 2-F2_S158_L001_R1_001_4241904	459		514182	84.70	459
New.CleanUp.ReferenceOTU16350 1-D3_S39_L001_R1_001_48984	439		197460	88.40	439
New.CleanUp.ReferenceOTU16355 2-H4_S184_L001_R1_001_1853968	440		851865	93.20	440
New.CleanUp.ReferenceOTU16356 1-B10_S22_L001_R1_001_1139534	440		529442	85.00	440
New.CleanUp.ReferenceOTU16357 2-B11_S119_L001_R1_001_4207695	442		4426850	90.30	442
New.CleanUp.ReferenceOTU16358 1-E10_S58_L001_R1_001_2757314	440		193666	93.60	440
New.CleanUp.ReferenceOTU16360 1-B6_S18_L001_R1_001_1363252	465		526963	85.80	465
New.CleanUp.ReferenceOTU16363 1-H3_S87_L001_R1_001_599642	464		530323	87.50	464
New.CleanUp.ReferenceOTU16365 2-C9_S129_L001_R1_001_4326952	440		333042	89.80	440
New.CleanUp.ReferenceOTU16366 1-F2_S62_L001_R1_001_3015100	460		183870	94.30	460
New.CleanUp.ReferenceOTU16369 2-D7_S139_L001_R1_001_4519478	466		4358761	90.60	466
New.CleanUp.ReferenceOTU1637 1-E10_S58_L001_R1_001_2761769	460		179663	85.70	460
New.CleanUp.ReferenceOTU16370 2-C8_S128_L001_R1_001_506440	151	No search results.
New.CleanUp.ReferenceOTU16374 1-E10_S58_L001_R1_001_2747942	441		185940	92.70	441
New.CleanUp.ReferenceOTU16378 2-F2_S158_L001_R1_001_4249489	460		851822	92.00	460
New.CleanUp.ReferenceOTU1638 1-C1_S25_L001_R1_001_2274263	465		324328	87.70	465
New.CleanUp.ReferenceOTU16387 2-B1_S109_L001_R1_001_3860671	465		215040	89.20	465
New.CleanUp.ReferenceOTU16388 2-G2_S170_L001_R1_001_2544471	460		185670	85.00	460
New.CleanUp.ReferenceOTU16389 1-F8_S68_L001_R1_001_2211952	440		851865	95.90	440
New.CleanUp.ReferenceOTU16398 2-G7_S175_L001_R1_001_4607241	460		183870	95.90	460
New.CleanUp.ReferenceOTU16399 1-A1_S1_L001_R1_001_2485102	460		183870	96.50	460
New.CleanUp.ReferenceOTU164 2-B1_S109_L001_R1_001_3870853	443		179663	92.60	443
New.CleanUp.ReferenceOTU1640 2-E10_S154_L001_R1_001_3477603	460		2157225	87.00	460
New.CleanUp.ReferenceOTU16401 1-C2_S26_L001_R1_001_4303825	456		333042	87.10	456
New.CleanUp.ReferenceOTU16402 1-A7_S7_L001_R1_001_4371006	460		183870	90.90	460
New.CleanUp.ReferenceOTU16403 2-C6_S126_L001_R1_001_3382024	440		529506	92.50	440
New.CleanUp.ReferenceOTU16404 1-C11_S35_L001_R1_001_4657181	440		183051	94.80	440
New.CleanUp.ReferenceOTU16405 1-G7_S79_L001_R1_001_2026587	460		194286	90.90	460
New.CleanUp.ReferenceOTU16406 1-B10_S22_L001_R1_001_1128180	440		216888	91.80	440
New.CleanUp.ReferenceOTU16408 2-C10_S130_L001_R1_001_2873901	440		327358	89.10	440
New.CleanUp.ReferenceOTU16410 1-F10_S70_L001_R1_001_4430796	460		4360218	83.00	460
New.CleanUp.ReferenceOTU16412 2-H1_S181_L001_R1_001_3434837	440		261016	93.60	440
New.CleanUp.ReferenceOTU16417 2-E12_S156_L001_R1_001_3811028	442		3027156	92.50	442
New.CleanUp.ReferenceOTU16418 2-G7_S175_L001_R1_001_4600796	442		325539	92.30	442
New.CleanUp.ReferenceOTU16419 2-G7_S175_L001_R1_001_4597892	466		290018	83.50	466
New.CleanUp.ReferenceOTU16420 2-F2_S158_L001_R1_001_4235233	460		183870	96.50	460
New.CleanUp.ReferenceOTU16421 1-B4_S16_L001_R1_001_4687234	449		4348122	88.90	449
New.CleanUp.ReferenceOTU16423 2-H7_S187_L001_R1_001_261530	462	No search results.
New.CleanUp.ReferenceOTU16424 1-F11_S71_L001_R1_001_2052188	465		193666	85.60	465
New.CleanUp.ReferenceOTU16427 2-F2_S158_L001_R1_001_4234474	465		514182	87.30	465
New.CleanUp.ReferenceOTU16429 2-D11_S143_L001_R1_001_3611720	465		186510	86.70	465
New.CleanUp.ReferenceOTU16432 2-H1_S181_L001_R1_001_3435121	460		183870	93.70	460
New.CleanUp.ReferenceOTU16434 1-D7_S43_L001_R1_001_3347243	442		297872	93.90	442
New.CleanUp.ReferenceOTU16438 1-A3_S3_L001_R1_001_1933835	465		755474	86.70	465
New.CleanUp.ReferenceOTU16439 1-B7_S19_L001_R1_001_3407783	460		529442	85.40	460
New.CleanUp.ReferenceOTU16440 1-B7_S19_L001_R1_001_3400173	440		311952	92.70	440
New.CleanUp.ReferenceOTU16443 1-F1_S61_L001_R1_001_1444318	440		183107	93.40	440
New.CleanUp.ReferenceOTU16446 1-E12_S60_L001_R1_001_2201080	440		851865	93.00	440
New.CleanUp.ReferenceOTU16451 2-F10_S166_L001_R1_001_1402261	460		193666	84.10	460
New.CleanUp.ReferenceOTU16457 2-D10_S142_L001_R1_001_1225182	465		559954	84.30	465
New.CleanUp.ReferenceOTU16459 1-C3_S27_L001_R1_001_1111830	440		297872	95.00	440
New.CleanUp.ReferenceOTU1646 2-G1_S169_L001_R1_001_4552262	440		193666	91.80	440
New.CleanUp.ReferenceOTU16460 2-C6_S126_L001_R1_001_3373040	443		3302038	93.00	443
New.CleanUp.ReferenceOTU16462 1-B2_S14_L001_R1_001_3153347	440		178438	90.00	440
New.CleanUp.ReferenceOTU16468 1-D3_S39_L001_R1_001_46034	459		4456252	82.60	459
New.CleanUp.ReferenceOTU16469 2-C10_S130_L001_R1_001_2888006	440		261016	88.00	440
New.CleanUp.ReferenceOTU16470 2-C8_S128_L001_R1_001_506773	460		183870	87.40	460
New.CleanUp.ReferenceOTU16471 2-F1_S157_L001_R1_001_2115005	440		186510	92.70	440
New.CleanUp.ReferenceOTU16472 2-G4_S172_L001_R1_001_3061069	441		176499	90.90	441
New.CleanUp.ReferenceOTU16476 2-F10_S166_L001_R1_001_1414642	440		297872	94.30	440
New.CleanUp.ReferenceOTU16477 1-D10_S46_L001_R1_001_4062727	460		183870	92.60	460
New.CleanUp.ReferenceOTU16478 2-C1_S121_L001_R1_001_785796	440		311952	93.20	440
New.CleanUp.ReferenceOTU1648 2-E12_S156_L001_R1_001_3780714	466		289174	87.30	466
New.CleanUp.ReferenceOTU16480 2-F10_S166_L001_R1_001_1421174	460		851822	90.40	460
New.CleanUp.ReferenceOTU16481 2-C9_S129_L001_R1_001_4335660	460		154833	83.50	460
New.CleanUp.ReferenceOTU16482 2-E8_S152_L001_R1_001_1900683	460		183870	87.00	460
New.CleanUp.ReferenceOTU16484 2-G1_S169_L001_R1_001_4579522	442		297872	91.90	442
New.CleanUp.ReferenceOTU16485 1-G5_S77_L001_R1_001_1296148	439	No search results.
New.CleanUp.ReferenceOTU16486 2-D7_S139_L001_R1_001_4521938	389		215040	86.60	389
New.CleanUp.ReferenceOTU16487 2-H4_S184_L001_R1_001_1845273	440		192234	95.00	440
New.CleanUp.ReferenceOTU16489 2-E8_S152_L001_R1_001_1900860	459		851822	90.00	459
New.CleanUp.ReferenceOTU1649 1-H2_S86_L001_R1_001_3201506	466		183870	86.90	466
New.CleanUp.ReferenceOTU16490 1-H1_S85_L001_R1_001_2694239	443		183870	86.90	443
New.CleanUp.ReferenceOTU16491 2-G4_S172_L001_R1_001_3090612	460		529442	84.60	460
New.CleanUp.ReferenceOTU16492 2-E6_S150_L001_R1_001_1991677	59	No search results.
New.CleanUp.ReferenceOTU16494 2-H8_S188_L001_R1_001_2492388	460		183870	92.40	460
New.CleanUp.ReferenceOTU16498 1-F8_S68_L001_R1_001_2210190	460		183870	90.70	460
New.CleanUp.ReferenceOTU16499 2-E3_S147_L001_R1_001_678853	309	No search results.
New.CleanUp.ReferenceOTU165 2-F3_S159_L001_R1_001_1163925	440		216888	94.50	440
New.CleanUp.ReferenceOTU16500 2-F4_S160_L001_R1_001_2812940	465		773586	84.30	465
New.CleanUp.ReferenceOTU16501 2-H4_S184_L001_R1_001_1855838	460		185670	88.30	460
New.CleanUp.ReferenceOTU16509 2-E6_S150_L001_R1_001_2009863	466		527437	85.00	466
New.CleanUp.ReferenceOTU16514 2-F12_S168_L001_R1_001_3718365	465		559954	89.20	465
New.CleanUp.ReferenceOTU16516 1-A8_S8_L001_R1_001_284238	449	No search results.
New.CleanUp.ReferenceOTU16517 2-B9_S117_L001_R1_001_872553	440		216888	93.60	440
New.CleanUp.ReferenceOTU1652 2-G4_S172_L001_R1_001_3089134	441		4432516	95.50	441
New.CleanUp.ReferenceOTU16523 2-A2_S98_L001_R1_001_698943	460		4331006	89.10	460
New.CleanUp.ReferenceOTU16524 2-G9_S177_L001_R1_001_1315542	440		184661	94.30	440
New.CleanUp.ReferenceOTU16526 2-E10_S154_L001_R1_001_3465324	465		715138	93.10	465
New.CleanUp.ReferenceOTU16528 2-B10_S118_L001_R1_001_2846134	440		851865	95.20	440
New.CleanUp.ReferenceOTU1653 1-C7_S31_L001_R1_001_4124981	443		158415	90.10	443
New.CleanUp.ReferenceOTU16531 1-C1_S25_L001_R1_001_2286552	460		1839271	83.30	460
New.CleanUp.ReferenceOTU16532 2-E9_S153_L001_R1_001_568068	440		514182	88.60	440
New.CleanUp.ReferenceOTU16534 2-A10_S106_L001_R1_001_4485811	447		1839271	89.90	447
New.CleanUp.ReferenceOTU16537 1-E9_S57_L001_R1_001_1878693	166	No search results.
New.CleanUp.ReferenceOTU16538 2-E7_S151_L001_R1_001_2427842	460		194286	92.60	460
New.CleanUp.ReferenceOTU16541 1-G1_S73_L001_R1_001_3332809	459		4348122	90.20	459
New.CleanUp.ReferenceOTU16543 1-A9_S9_L001_R1_001_3894749	440		366392	90.20	440
New.CleanUp.ReferenceOTU16545 2-A7_S103_L001_R1_001_328802	441		183107	90.70	441
New.CleanUp.ReferenceOTU16551 1-F1_S61_L001_R1_001_1438903	460		183870	86.70	460
New.CleanUp.ReferenceOTU16552 2-E4_S148_L001_R1_001_738362	440		174924	94.50	440
New.CleanUp.ReferenceOTU16554 1-G9_S81_L001_R1_001_1813680	460		851822	89.30	460
New.CleanUp.ReferenceOTU16558 2-F9_S165_L001_R1_001_3661787	460		194286	87.60	460
New.CleanUp.ReferenceOTU16559 1-G8_S80_L001_R1_001_225381	440		512191	89.50	440
New.CleanUp.ReferenceOTU16563 2-B10_S118_L001_R1_001_2825916	460		529442	89.30	460
New.CleanUp.ReferenceOTU16568 1-C8_S32_L001_R1_001_2573615	460		183870	91.50	460
New.CleanUp.ReferenceOTU1657 2-E1_S145_L001_R1_001_836721	439		193666	95.70	439
New.CleanUp.ReferenceOTU16570 1-F12_S72_L001_R1_001_1341642	440		297872	92.70	440
New.CleanUp.ReferenceOTU16571 1-B12_S24_L001_R1_001_2140060	440		195496	91.80	440
New.CleanUp.ReferenceOTU16573 1-C11_S35_L001_R1_001_4643933	460		183870	87.80	460
New.CleanUp.ReferenceOTU16574 1-A10_S10_L001_R1_001_2970843	440		529506	92.30	440
New.CleanUp.ReferenceOTU16575 2-E12_S156_L001_R1_001_3806305	440		181121	93.90	440
New.CleanUp.ReferenceOTU16579 1-D2_S38_L001_R1_001_3586455	460		1839271	83.50	460
New.CleanUp.ReferenceOTU1658 2-F12_S168_L001_R1_001_3710771	513	No search results.
New.CleanUp.ReferenceOTU16580 1-H7_S91_L001_R1_001_4452882	441		851865	93.00	441
New.CleanUp.ReferenceOTU16581 1-A5_S5_L001_R1_001_621314	440		183051	92.70	440
New.CleanUp.ReferenceOTU16584 2-G9_S177_L001_R1_001_1316730	442		293471	92.80	442
New.CleanUp.ReferenceOTU16586 2-H8_S188_L001_R1_001_2493831	465		4348122	84.50	465
New.CleanUp.ReferenceOTU16587 2-H7_S187_L001_R1_001_271633	460		183870	87.00	460
New.CleanUp.ReferenceOTU16588 2-H5_S185_L001_R1_001_1789204	460		183870	92.60	460
New.CleanUp.ReferenceOTU16589 2-D9_S141_L001_R1_001_1761027	440		192701	88.20	440
New.CleanUp.ReferenceOTU16592 2-H1_S181_L001_R1_001_3434600	440		186510	90.70	440
New.CleanUp.ReferenceOTU16599 1-B6_S18_L001_R1_001_1368936	439		341823	92.70	439
New.CleanUp.ReferenceOTU1660 2-H4_S184_L001_R1_001_1864639	442		179663	95.00	442
New.CleanUp.ReferenceOTU16606 2-A4_S100_L001_R1_001_475044	440		178438	93.00	440
New.CleanUp.ReferenceOTU16609 2-G10_S178_L001_R1_001_171272	440		287907	92.00	440
New.CleanUp.ReferenceOTU16612 2-D7_S139_L001_R1_001_4520112	460		4360218	83.70	460
New.CleanUp.ReferenceOTU16614 1-H4_S88_L001_R1_001_4740276	437		193666	95.20	437
New.CleanUp.ReferenceOTU16616 1-B6_S18_L001_R1_001_1366168	439		4413256	90.00	439
New.CleanUp.ReferenceOTU16618 2-E12_S156_L001_R1_001_3782259	460		179663	86.50	460
New.CleanUp.ReferenceOTU16619 1-G1_S73_L001_R1_001_3325962	460		529442	87.40	460
New.CleanUp.ReferenceOTU16621 1-F10_S70_L001_R1_001_4435134	440		350681	93.60	440
New.CleanUp.ReferenceOTU16622 1-C6_S30_L001_R1_001_3130676	440		851865	91.40	440
New.CleanUp.ReferenceOTU16623 2-F10_S166_L001_R1_001_1408009	440		294709	93.60	440
New.CleanUp.ReferenceOTU16626 1-A5_S5_L001_R1_001_622663	464		4465473	87.90	464
New.CleanUp.ReferenceOTU16627 1-C2_S26_L001_R1_001_4311056	459		353530	84.30	459
New.CleanUp.ReferenceOTU16631 2-E4_S148_L001_R1_001_711646	174	No search results.
New.CleanUp.ReferenceOTU16633 2-C12_S132_L001_R1_001_4150641	442		179663	94.60	442
New.CleanUp.ReferenceOTU16634 1-D1_S37_L001_R1_001_655020	460		572010	83.70	460
New.CleanUp.ReferenceOTU16636 1-C2_S26_L001_R1_001_4311588	443		337993	95.00	443
New.CleanUp.ReferenceOTU16637 2-F11_S167_L001_R1_001_20683	442		364903	87.80	442
New.CleanUp.ReferenceOTU16638 1-H3_S87_L001_R1_001_601067	382	No search results.
New.CleanUp.ReferenceOTU16639 1-B9_S21_L001_R1_001_4100088	595	No search results.
New.CleanUp.ReferenceOTU16640 1-F12_S72_L001_R1_001_1350588	446		552456	85.40	446
New.CleanUp.ReferenceOTU16642 2-E6_S150_L001_R1_001_2011390	459		4331006	89.30	459
New.CleanUp.ReferenceOTU16643 1-C10_S34_L001_R1_001_2340880	460		552779	96.50	460
New.CleanUp.ReferenceOTU16644 1-C8_S32_L001_R1_001_2572874	443		183107	94.10	443
New.CleanUp.ReferenceOTU16649 2-B9_S117_L001_R1_001_878165	465		4456252	91.40	465
New.CleanUp.ReferenceOTU16652 2-H1_S181_L001_R1_001_3440260	441		193666	92.70	441
New.CleanUp.ReferenceOTU16654 1-E12_S60_L001_R1_001_2178754	460		551008	93.00	460
New.CleanUp.ReferenceOTU16655 2-G12_S180_L001_R1_001_3832335	440		350681	93.20	440
New.CleanUp.ReferenceOTU16659 1-E10_S58_L001_R1_001_2758514	460		4367238	83.70	460
New.CleanUp.ReferenceOTU16660 1-A2_S2_L001_R1_001_1949575	440		197460	95.00	440
New.CleanUp.ReferenceOTU16661 2-E4_S148_L001_R1_001_723874	406	No search results.
New.CleanUp.ReferenceOTU16666 2-E8_S152_L001_R1_001_1922993	465		4413256	87.70	465
New.CleanUp.ReferenceOTU16667 1-D8_S44_L001_R1_001_1509829	440		183107	89.30	440
New.CleanUp.ReferenceOTU1667 2-F6_S162_L001_R1_001_4626657	442		297872	92.50	442
New.CleanUp.ReferenceOTU16673 1-F6_S66_L001_R1_001_120767	446		194286	82.10	446
New.CleanUp.ReferenceOTU16677 1-B12_S24_L001_R1_001_2134481	460		194286	89.10	460
New.CleanUp.ReferenceOTU16683 1-B7_S19_L001_R1_001_3401838	443		350681	93.50	443
New.CleanUp.ReferenceOTU16685 1-A10_S10_L001_R1_001_2975344	440		522863	95.70	440
New.CleanUp.ReferenceOTU16687 2-E10_S154_L001_R1_001_3454234	595	No search results.
New.CleanUp.ReferenceOTU16689 1-E12_S60_L001_R1_001_2184774	460		851822	92.40	460
New.CleanUp.ReferenceOTU16690 2-B11_S119_L001_R1_001_4215332	464		559954	85.10	464
New.CleanUp.ReferenceOTU16693 1-E12_S60_L001_R1_001_2203597	464		2901960	85.10	464
New.CleanUp.ReferenceOTU16694 2-D1_S133_L001_R1_001_4352588	460		183107	85.90	460
New.CleanUp.ReferenceOTU167 1-C7_S31_L001_R1_001_4143512	466		183870	86.90	466
New.CleanUp.ReferenceOTU16700 2-G8_S176_L001_R1_001_4260420	464		641927	88.40	464
New.CleanUp.ReferenceOTU16701 1-B4_S16_L001_R1_001_4693130	460		529442	91.70	460
New.CleanUp.ReferenceOTU16706 1-C10_S34_L001_R1_001_2340807	231	No search results.
New.CleanUp.ReferenceOTU16707 1-H8_S92_L001_R1_001_1089810	460		4331006	92.20	460
New.CleanUp.ReferenceOTU1671 2-C5_S125_L001_R1_001_3489410	595	No search results.
New.CleanUp.ReferenceOTU16710 2-G1_S169_L001_R1_001_4574435	460		183870	83.50	460
New.CleanUp.ReferenceOTU16713 2-F2_S158_L001_R1_001_4238557	459		309693	89.30	459
New.CleanUp.ReferenceOTU16714 2-H10_S190_L001_R1_001_3046481	459		529442	87.60	459
New.CleanUp.ReferenceOTU16716 2-F2_S158_L001_R1_001_4238554	465		641927	87.70	465
New.CleanUp.ReferenceOTU16717 2-B4_S112_L001_R1_001_1681724	440		181121	94.30	440
New.CleanUp.ReferenceOTU16719 1-H7_S91_L001_R1_001_4448053	460		183870	88.30	460
New.CleanUp.ReferenceOTU16721 2-E10_S154_L001_R1_001_3468935	440		294169	90.90	440
New.CleanUp.ReferenceOTU16725 1-G12_S84_L001_R1_001_2727717	439		186510	94.80	439
New.CleanUp.ReferenceOTU16727 2-F9_S165_L001_R1_001_3657051	460		3027156	84.80	460
New.CleanUp.ReferenceOTU1673 2-E2_S146_L001_R1_001_824396	460		183870	96.30	460
New.CleanUp.ReferenceOTU16734 2-D7_S139_L001_R1_001_4515957	373		552779	94.10	373
New.CleanUp.ReferenceOTU16735 2-B2_S110_L001_R1_001_453788	443		263546	96.40	443
New.CleanUp.ReferenceOTU16738 1-B9_S21_L001_R1_001_4088545	460		527437	90.40	460
New.CleanUp.ReferenceOTU16741 2-E5_S149_L001_R1_001_2849757	440		193666	89.50	440
New.CleanUp.ReferenceOTU16742 1-C9_S33_L001_R1_001_2619805	440		197460	92.00	440
New.CleanUp.ReferenceOTU16744 2-B8_S116_L001_R1_001_522374	466		529442	81.30	466
New.CleanUp.ReferenceOTU16745 2-B9_S117_L001_R1_001_869595	465		215040	91.80	465
New.CleanUp.ReferenceOTU16748 1-D10_S46_L001_R1_001_4062914	460		183870	90.20	460
New.CleanUp.ReferenceOTU16749 2-F1_S157_L001_R1_001_2086149	460		183870	87.60	460
